date,open,high,low,close,volume,increase,increase_rate,change,PE,PB,A-index,communication-index,一带一路,上市,业绩下降,业绩增长,中标,举牌,交易所关注,交易所处罚,交易所问询,借壳,停牌,其他公告,冲高,净利下降,净利增长,减持,分红,创新低,创新高,利好公告,利好消息,利差公告,利差消息,募资,双十一,发展不利,发行债券,发行股票,可转债,回应传闻,回购,基金,增持,复牌,大宗交易,官司案件违规违纪,定期报告,客观涨,客观跌,工商变更,市场占有率利好,异常交易,快速发展,战略合作,投建,投资,拓展业务,挂牌,摘帽,收购并购,改革,政策利好,机构悲观,机构看好,板块走弱,概念板块走强,注册资本变更,混改,登上龙虎榜,经营权变更,绩优股,聘请高管,股价倒挂,股权激励,股权转让,董事会股东会监事会,证券资讯,证监会受理,证监会处罚,证监会核准,评级下调,评级利好,质押,资产冻结,资产重组,资金流入,资金流出,退市,预计下滑,预计增长,首次公开发行股票,高管减持或离职,pred,label
2010/5/17,1.7162827290651317,1.6782257216019048,1.634036050344348,1.576250398010274,-0.9102005316967932,-2.585416608651838,-1.816882120086602,-0.8639241576791106,0.6217794235038144,0.529206432158052,-1.0356341472961128,-0.9670300466293408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9689959287643432,0
2010/5/18,1.5669520457899837,1.6189866121607208,1.6239593646228594,1.650198959747713,-0.8960490705856082,0.8721972105094029,0.608734880809612,-0.831856630457983,0.6400296194532108,0.5820921734166209,-0.9998967345541964,-0.944445723361904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9746435880661012,1
2010/6/1,1.7384972108746577,1.718121448368416,1.6504106646417676,1.613224678878993,-0.9049170677494462,-1.8041984235693824,-1.2846339008116616,-0.8519374519355677,0.6309025654017764,0.5556493027873365,-0.9478086346438176,-0.9350716767806054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9731626510620116,0
2010/6/2,1.6175516988005705,1.686688451522074,1.591210136028021,1.7623542783828277,-0.8812959448704247,1.7546844195840297,1.240965185896558,-0.7984297860906804,0.667708105271427,0.6621962360560661,-0.9143333263595538,-0.9030764409557352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7640199661254883,1
2010/6/4,1.750838589657728,1.667345068847402,1.6907174075277227,1.6440365796029257,-0.900164303494321,-1.3846553241732489,-0.9933463959468504,-0.8453262276337167,0.638507791752393,0.5776721041325469,-0.9066728727154952,-0.9134834891598772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1064628362655639,0
2010/6/17,1.4324310170545194,1.4654485121805103,1.5080774788257385,1.4825822198095189,-0.8209243852619266,0.9445322276466674,0.6916468544098119,-0.6687385729169872,0.5986625086345789,0.4622850322956693,-0.8734555424136782,-0.8828781289212002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909370481967926,1
2010/6/18,1.5003086003614057,1.4835829334380153,1.457694050218295,1.4172609902747813,-0.8631236206416647,-0.7625741767927742,-0.5963514260188686,-0.7627786045750916,0.5825405241742441,0.4156028970498358,-0.959023214707204,-0.924195365243414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7825180292129517,0
2010/6/28,0.0625379721337412,0.0304113100032627,-0.0412129508531607,-0.0752674807925214,-0.7329925645913328,-1.587193372157589,-1.8580200302616368,-0.6788716643702914,0.5198834741580528,0.2341474211773267,-0.9579422656402576,-0.9105687198856366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9285969734191896,0
2010/7/5,-0.1879920171625809,-0.2319333175219794,-0.2515637652892392,-0.2749285974836058,-0.8249143407632068,-1.0953152556241907,-1.4202759104781435,-0.8154830375608755,0.4459711586013658,0.0201230137379569,-1.164267086262707,-1.0660833616066168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7349645495414734,0
2010/7/8,-0.2015675338239584,-0.2283064332704786,-0.2049590938273535,-0.2170022241226123,-0.8036830774891909,-0.4008990911064518,-0.5388502405766157,-0.7839098074838114,0.4674136717843544,0.0821590738653104,-1.0864153008987238,-0.9946989517254624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1191252991557121,0
2010/7/9,-0.2274844292684052,-0.1062013301366098,-0.2364487367070059,-0.0875922410820947,-0.6213779888027119,1.5232123647447833,1.9340188100653215,-0.5130349725369459,0.515321903209072,0.2209647584002642,-1.023521974417767,-0.954621864211688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2612526416778564,1
2010/7/12,-0.0855585732630995,-0.0941117159649399,-0.0777409365935575,-0.0629427205029486,-0.7849421189982986,0.2935170734112872,0.3291808692249653,-0.7560438059872246,0.5244450451070339,0.2473300839543893,-1.0028837358220295,-0.9452090659265752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7319605350494385,1
2010/7/16,-0.0732171944800293,-0.0747683332902677,-0.1092305794732099,-0.0481530081554607,-0.8537726302128875,0.0620450185720408,0.0454565196672481,-0.8583633148083947,0.5299220599685891,0.2632268243620237,-1.05744501308479,-0.9775415641469284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9735748767852784,1
2010/7/22,0.1365862448321619,0.1525164131371315,0.1703974492981035,0.1983421976360013,-0.8077459559335939,0.8143291967995914,0.8852848353797587,-0.7899649474985908,0.6211691275620983,0.5274228954293906,-0.9087452247728356,-0.8981202771820259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8633588552474976,1
2010/7/26,0.2501269296364063,0.2129644839954822,0.242193835063711,0.2390139065915923,-0.8337916523004575,-0.1983610431221112,-0.2413425705994278,-0.8286436990215693,0.6362270062779024,0.5710807727440155,-0.8753104254279642,-0.8742038758817733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9761010408401488,0
2010/7/28,0.1945907251125911,0.2178003296641502,0.2358959064877804,0.268593331286568,-0.8149922822576335,1.002400241356479,1.0742223506681936,-0.8007159103819746,0.6471771238475402,0.6027967084841251,-0.8279554752781785,-0.8679822945487193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8087078332901001,1
2010/7/29,0.2822145144723887,0.2443974808418244,0.269904720797805,0.2340840024757632,-0.8260237942627419,-0.4008990911064518,-0.4565390783793158,-0.8170895032790821,0.6344000306062265,0.5657301625580313,-0.8171779653503427,-0.8608801726757115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9461768865585328,0
2010/7/30,0.2390196887316433,0.2371437123388225,0.2447130064940832,0.2513386668811656,-0.850207219825898,0.2067150528465698,0.1945991149753655,-0.8530496205097108,0.6407885772268833,0.5842634355210781,-0.820508226578291,-0.86891422116794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9380837678909302,1
2010/8/9,0.3723065795888003,0.3640846611413592,0.4122379066138343,0.3980033143270857,-0.7958997381942903,0.2935170734112872,0.2735174598386419,-0.7723556117413243,0.6950814431187852,0.7415248479439192,-0.7145048603859899,-0.8036169402362896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8507766723632812,1
2010/8/13,0.0674745236469692,0.049754692677935,0.0532559777857964,0.0849544029719285,-0.4558478304414337,-0.0681580122750351,-0.1066194489609104,-0.2671221433652931,0.5791956329552229,0.4059097626549366,-0.7586617363732131,-0.8602513767809742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2692757844924927,0
2010/8/16,0.1069669357527934,0.1573522588057994,0.14898449213994,0.1958772455780867,-0.5253101087045472,1.3062073133329897,1.462099124010987,-0.3703066721885745,0.6202575958029967,0.5247863628739781,-0.7020046545092538,-0.8290636095484764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9823557138442992,1
2010/8/19,0.2587658947845555,0.2286809824186533,0.2610876207915023,0.2427113346784644,-0.7552044538819266,-0.1115590225573938,-0.1484641960805339,-0.7118659987365383,0.6375962599932912,0.5750355715771344,-0.671373500180229,-0.7869163701881201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979392965634664,0
2010/8/20,0.2476586538797924,0.2552781335963275,0.2484917636396416,0.2020396257228733,-0.7546455914771665,-0.4732341082437162,-0.5384614802570922,-0.711062765877435,0.6225383812774871,0.5313776942625091,-0.7256171020761741,-0.8300000619141279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2913687229156494,0
2010/8/23,0.2451903781231784,0.219009291081317,0.2673855493674329,0.2464087627653364,-0.802524636607287,0.5249891282505335,0.5450135302549827,-0.7821797674795888,0.63896551370868,0.5789903704102533,-0.7158118066937573,-0.7884272152049548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8679261207580566,1
2010/9/1,0.5302762280120971,0.5538916036365806,0.5193026924046523,0.5286457733965604,-0.5163722811891517,0.2356490597014756,0.2033992349354891,-0.3570224364418647,0.7434434843463176,0.8815712536814198,-0.6504602272065106,-0.7073193334034861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9761803150177002,1
2010/9/3,0.5512565719433163,0.6240113658322674,0.5633881924361659,0.6802403249583097,-0.5922156006155621,1.5955473818820478,1.5227457338566577,-0.4697221852883708,0.7995633259098954,1.044028186139927,-0.5903129804064743,-0.6676060970454757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8695797920227051,1
2010/9/7,0.6968848415835432,0.668742938267447,0.748547292568522,0.7011924174505837,-0.7626551657396522,0.0909790254269466,0.0562711249194481,-0.7229876844779699,0.8073172140924685,1.0665162579360925,-0.5719986757021992,-0.6745330348170557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9587199687957764,1
